LYBNo|SaleDate|ShopCode|SalesMemoNo|GTIN|GTINDescription|QuantitySold|NetSales|ExtractionDate
LYB000305367|2024-02-22|0328|39016765|17954|CONCENTRATE EDELWEISS 30ML A1A|1.0|194.65|2024-02-22
LYB010277869|2024-02-22|0702|153017425|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB007735130|2024-02-22|0332|63013675|98148|FRAGRANCE MIST WHITE MUSK LEAU 100ML RENO 2022|1.0|72.0|2024-02-22
LYB010883712|2024-02-22|0411|151020888|27109|MULTI-PROTECTION LIGHT ESS SKIN DEFENCE SPF50 PA++++ 60ML AX RENO 2023|2.0|253.5|2024-02-22
LYB010883819|2024-02-22|0402|5108172|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB010203563|2024-02-22|0368|137030537|328|2023 GENERIC MATCH BOX SIZE XL (TBS POD & BCORP LOGO)|1.0|0.0|2024-02-22
LYB009125649|2024-02-22|8805|57010425|97909|SHAMPOO GINGER 250ML RENO 2021|1.0|36.5|2024-02-22
LYB010884252|2024-02-22|0333|24023559|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|33.6|2024-02-22
LYB005601549|2024-02-22|0413|113011296|16094|FREESTYLE MULTI COLOUR FLOW 15ML A0X|1.0|74.25|2024-02-22
LYB004590486|2024-02-22|0504|2760458|95778|DEEP CLEANSER ENERGISING GUARANA & COFFEE 150ML A0X 2021|1.0|50.0|2024-02-22
LYB000893136|2024-02-22|8901|5606667|18663|EDT CHOICE GLOWING CHERRY BLOSSOM 50ML A0X|1.0|119.25|2024-02-22
LYB009407516|2024-02-22|0506|13806933|88043|GEL CREAM SEAWEED 50ML A0X 2020 (x)|2.0|133.5|2024-02-22
LYB010883776|2024-02-22|K010|11805745|18637|MESH POUCH HONEY A0|1.0|0.0|2024-02-22
LYB009773871|2024-02-22|0907|4708325|98092|EDT BLACK MUSK NIGHT BLOOM 60ML A0X RENO 2021|1.0|154.0|2024-02-22
LYB010523315|2024-02-22|0350|178027115|97152|EDT WHITE MUSK LEAU 60ML A0X RENO 2021|1.0|126.75|2024-02-22
LYB008461386|2024-02-22|0368|135025090|33534|SHAMPOO TEA TREE 400ML A0X 2023|1.0|56.25|2024-02-22
LYB009541096|2024-02-22|0507|25104913|24979|CLEANSING BAR FOR FACE & BODY SHEA 100G A0X|1.0|26.25|2024-02-22
LYB009443572|2024-02-22|0333|24023561|97375|BODY BUTTER BRITISH ROSE 50ML RENO A0X 2021|1.0|35.7|2024-02-22
LYB007006298|2024-02-22|8806|231011234|328|2023 GENERIC MATCH BOX SIZE XL (TBS POD & BCORP LOGO)|1.0|0.0|2024-02-22
LYB010883493|2024-02-22|0341|19509575|33607|CONDITIONER GINGER 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB002976044|2024-02-22|0329|2740210|18667|BODY MIST CHOICE GLOWING CHERRY BLOSSOM 100ML A0X|1.0|76.5|2024-02-22
LYB009427228|2024-02-22|0502|32011184|97895|CONDITIONER SHEA 250ML A0X RENO 2021|1.0|59.0|2024-02-22
LYB000556138|2024-02-22|0349|45011117|37701|PILLOW MIST LAV & VETIVER (CALM) 100ML A0X|1.0|96.75|2024-02-22
LYB002010685|2024-02-22|0350|178027102|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010884012|2024-02-22|0361|69012782|34543|BODY LOTION ALMOND MILK 200ML A0X RENO 2023|1.0|68.0|2024-02-22
LYB010354609|2024-02-22|0402|5108173|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB001431793|2024-02-22|8902|8908539|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|35.0|2024-02-22
LYB000855419|2024-02-22|0344|11405055|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|81.75|2024-02-22
LYB009226780|2024-02-22|0332|63013670|98073|BODY MIST VANILLA 100ML RENO A0X 2021|1.0|69.0|2024-02-22
LYB001931886|2024-02-22|0903|25903777|37677|BODY SCRUB SHEA 240ML A0X RENO 2023|3.0|265.5|2024-02-22
LYB006657396|2024-02-22|0340|22907036|83965|HF DIFF SALTED CARAMEL & VNLA 125ML AX 2019|1.0|143.65|2024-02-22
LYB002348463|2024-02-22|0315|121019170|17996|INTENSE CREAM EDELWEISS 50ML A1A|1.0|149.25|2024-02-22
LYB001621688|2024-02-22|0403|12202127|18637|MESH POUCH HONEY A0|1.0|0.0|2024-02-22
LYB010884128|2024-02-22|0709|5508917|34081|EDP FULL YLANG YLANG 75ML A0X|1.0|228.65|2024-02-22
LYB000150590|2024-02-22|0327|21014774|14562|OOL SLEEPING CREAM 80ML A0X 2021|1.0|177.65|2024-02-22
LYB005601549|2024-02-22|0413|113011296|15665|OOL DAY CREAM 50ML A0X 2022|1.0|134.25|2024-02-22
LYB002348463|2024-02-22|0315|121019170|17971|SLEEPING MASK EDELWEISS 75ML A0X|1.0|149.25|2024-02-22
LYB010884119|2024-02-22|0328|39016774|97909|SHAMPOO GINGER 250ML RENO 2021|1.0|50.15|2024-02-22
LYB004781167|2024-02-22|0342|123015423|97242|MASCARA LASH SPORT WATERPROOF 9.5ML A0X 2018|1.0|50.25|2024-02-22
LYB009951761|2024-02-22|0502|32011194|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB002348463|2024-02-22|0315|121019169|26075|SHOWER GEL MORINGA 750ML A0X RENO 2022|1.0|73.5|2024-02-22
LYB000807333|2024-02-22|0904|4607953|25988|SHOWER GEL SATSUMA 60ML A0X RENO 2022|2.0|33.0|2024-02-22
LYB008635361|2024-02-22|0342|123015429|38951|EDP FULL MAGNOLIA 75ML A0X|1.0|228.65|2024-02-22
LYB010664320|2024-02-22|0602|73012873|88043|GEL CREAM SEAWEED 50ML A0X 2020 (x)|1.0|71.2|2024-02-22
LYB009256152|2024-02-22|0307|25403347|325|2023 GENERIC MINI GIFT PAPER BAG|4.0|2.0|2024-02-22
LYB001525861|2024-02-22|0602|73012878|33592|SHAMPOO SHEA 400ML A0X RENO 2023|1.0|63.75|2024-02-22
LYB010473700|2024-02-22|0411|151020880|26554|CLEANSER CREAM ALOE 125ML RENO 2023|1.0|67.15|2024-02-22
LYB003217133|2024-02-22|0607|81015804|18766|BODY MIST CHOICE REBEL ROSEBUD 100ML A0X|1.0|72.0|2024-02-22
LYB007515250|2024-02-22|0315|128021805|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB002113803|2024-02-22|0368|137030542|17146|LIP CARE STICK ALMOND MILK 4.2G A0X 2022|1.0|33.75|2024-02-22
LYB010884076|2024-02-22|8903|5802403|315|2023 RAMADAN MINI GIFT PAPER BAG|1.0|0.0|2024-02-22
LYB001672947|2024-02-22|0359|23014893|97512|BODY YOGURT BRITISH ROSE 200ML A0X RENO 2022|1.0|68.0|2024-02-22
LYB002525813|2024-02-22|0706|141017433|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB005786530|2024-02-22|0409|144021456|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB010745874|2024-02-22|0310|129036709|18765|EDT CHOICE REBEL ROSEBUD 50ML  A0X|2.0|270.3|2024-02-22
LYB010475151|2024-02-22|0343|212011224|96133|SHOWER SCRUB BRITISH ROSE 200ML A0X RENO 2022|1.0|50.15|2024-02-22
LYB008635361|2024-02-22|0342|123015429|34|MATCH BOX SIZE L (TBS POD LOGO) 2019|1.0|0.0|2024-02-22
LYB010296439|2024-02-22|0403|12202122|31307|HAND CREAM STRAWBERRY 30ML A0X RENO 2023|1.0|29.75|2024-02-22
LYB010884261|2024-02-22|0315|128021821|94657|BATH GLOVES PINK A0|1.0|20.0|2024-02-22
LYB007293410|2024-02-22|0353|44012015|96133|SHOWER SCRUB BRITISH ROSE 200ML A0X RENO 2022|1.0|44.25|2024-02-22
LYB001247990|2024-02-22|0303|25014443|26077|SHOWER GEL PINK GRAPEFRUIT 750ML A0X RENO 2022|2.0|147.0|2024-02-22
LYB010883873|2024-02-22|0413|113011301|97393|BODY LOTION SHEA 200ML A0X RENO 2021|2.0|136.0|2024-02-22
LYB000889188|2024-02-22|0903|25903782|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010277869|2024-02-22|0702|153017425|38951|EDP FULL MAGNOLIA 75ML A0X|1.0|201.75|2024-02-22
LYB010884304|2024-02-22|0368|137030561|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB008168980|2024-02-22|0503|18808342|17996|INTENSE CREAM EDELWEISS 50ML A1A|1.0|149.25|2024-02-22
LYB006501538|2024-02-22|0717|9107540|94665|BATH GLOVES GREEN A0 2018|1.0|10.0|2024-02-22
LYB010883554|2024-02-22|0334|94021476|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB006503721|2024-02-22|0902|23305672|83968|HF DIFF POMEGRANTE & RASP 125ML AX 2019|1.0|126.75|2024-02-22
LYB010883466|2024-02-22|0413|113011294|18126|FACIAL MASK RECIPES OF NATURE HIMALAYAN CHARCOAL 75ML AOX 2023|1.0|118.15|2024-02-22
LYB005601549|2024-02-22|0413|113011297|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB008887371|2024-02-22|0903|25903778|97518|BODY YOGURT STRAWBERRY 200ML A0X RENO 2022|1.0|68.0|2024-02-22
LYB001219298|2024-02-22|0334|94021472|18226|TONER HYDRATING VIT E 250ML A0X 2022 (x)|1.0|64.0|2024-02-22
LYB006278223|2024-02-22|0368|137030566|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB007335380|2024-02-22|0307|25403349|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB010883749|2024-02-22|0310|129036716|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010713750|2024-02-22|0324|96011839|38357|SHOWER CREAM VNLLA PMPKN 250ML 2023 A0X|1.0|33.75|2024-02-22
LYB008503965|2024-02-22|0368|137030535|33591|CONDITIONER GINGER 250ML A0X RENO 2023|1.0|50.15|2024-02-22
LYB004578961|2024-02-22|0412|52021218|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB000827610|2024-02-22|0332|63013661|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB009377473|2024-02-22|8701|19805593|34542|BODY LOTION BRITISH ROSE 200ML RENO A0X 2023|1.0|60.0|2024-02-22
LYB007160824|2024-02-22|0332|63013668|36556|SHOWER SCRUB STRAWBERRY 200ML A0X RENO 2023|1.0|47.2|2024-02-22
LYB010034316|2024-02-22|0408|13904514|25498|FRAGRANCE MIST BLUE MUSK 100ML A0X|1.0|67.5|2024-02-22
LYB000315805|2024-02-22|0503|18808338|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB010473700|2024-02-22|0411|151020880|26769|DAY CREAM SOOTHING ALOE 50ML A0X RENO 2023|1.0|75.65|2024-02-22
LYB001431793|2024-02-22|8902|8908539|33262|SHOWER GEL BRITISH ROSE 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB001431508|2024-02-22|0389|244017445|33435|OIL TEA TREE 20ML A0X RENO 2023|1.0|51.75|2024-02-22
LYB003402856|2024-02-22|0507|25104901|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|35.0|2024-02-22
LYB007912582|2024-02-22|0412|52021226|97380|BODY BUTTER ALMOND MILK 50ML RENO A0X 2021|1.0|31.5|2024-02-22
LYB010247415|2024-02-22|0702|153017426|97909|SHAMPOO GINGER 250ML RENO 2021|1.0|50.15|2024-02-22
LYB010865220|2024-02-22|0327|21014780|27046|CLEANSING BUTTER CAMOMILE 20ML A0X RENO 2023|2.0|52.5|2024-02-22
LYB000101840|2024-02-22|0361|69012784|33546|SHAMPOO MORINGA 250ML A0X RENO 2023|1.0|44.25|2024-02-22
LYB010883651|2024-02-22|0702|153017420|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010821110|2024-02-22|0331|24203286|38338|BODY WASH TEA TREE 250ML A0X RENO 2023|2.0|83.3|2024-02-22
LYB001724912|2024-02-22|0332|63013669|41998|BODY BUTTER SATSUMA 50ML A0X RENO 2023|1.0|31.5|2024-02-22
LYB001374610|2024-02-22|0610|64014052|15964|LIP BALM SKIN DEFENCE SPF30 4G A0X|1.0|65.0|2024-02-22
LYB001463358|2024-02-22|8903|5802402|10279|PERFUME OIL BLACK MUSK 20ML A0X RENO 2021|1.0|118.15|2024-02-22
LYB009864483|2024-02-22|0907|4708314|18689|EDT CHOICE WILD JASMINE 50ML A0X|1.0|127.2|2024-02-22
LYB007006298|2024-02-22|8806|231011234|25099|CLEANSING BAR FOR FACE & BODY BRITISH ROSE 100G A0X|1.0|26.25|2024-02-22
LYB010883767|2024-02-22|0310|129036717|26075|SHOWER GEL MORINGA 750ML A0X RENO 2022|1.0|78.4|2024-02-22
LYB010883457|2024-02-22|0907|4708322|337|2023 XMAS MINI GIFT PAPER BAG|1.0|0.5|2024-02-22
LYB010884270|2024-02-22|0602|73012883|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB007400324|2024-02-22|0389|24805769|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB000827610|2024-02-22|0332|63013661|17961|CONCENTRATE EDELWEISS 50ML A1A|1.0|216.75|2024-02-22
LYB002797854|2024-02-22|8805|57010420|97152|EDT WHITE MUSK LEAU 60ML A0X RENO 2021|1.0|147.74|2024-02-22
LYB009852248|2024-02-22|0710|86016490|18412|FACE WASH TEA TREE 250ML A0X 2022 (x)|1.0|48.75|2024-02-22
LYB009640643|2024-02-22|0332|63013673|26076|SHOWER GEL SATSUMA 750ML A0X RENO 2022|1.0|98.0|2024-02-22
LYB000392938|2024-02-22|8801|83017176|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|109.0|2024-02-22
LYB003868025|2024-02-22|0608|6207491|18663|EDT CHOICE GLOWING CHERRY BLOSSOM 50ML A0X|1.0|135.15|2024-02-22
LYB005732821|2024-02-22|0505|2680806|23583|SHOWER CREAM ALMOND MILK 250ML A0X RENO 2022|1.0|33.6|2024-02-22
LYB008942915|2024-02-22|0359|23014881|98074|EDT ARBER 100ML 2022|1.0|143.65|2024-02-22
LYB000562388|2024-02-22|0324|96011838|33587|SHAMPOO GINGER 400ML A21X RENO 2023|3.0|191.25|2024-02-22
LYB010216947|2024-02-22|0709|5508915|34543|BODY LOTION ALMOND MILK 200ML A0X RENO 2023|1.0|60.0|2024-02-22
LYB004578961|2024-02-22|0412|52021218|18689|EDT CHOICE WILD JASMINE 50ML A0X|1.0|119.25|2024-02-22
LYB000681975|2024-02-22|0399|93013318|328|2023 GENERIC MATCH BOX SIZE XL (TBS POD & BCORP LOGO)|1.0|0.0|2024-02-22
LYB004016498|2024-02-22|0315|128021816|15516|HAND BALM MANGO 30ML A0X RENO 2023|1.0|28.0|2024-02-22
LYB000470139|2024-02-22|0707|5306461|98043|EDT VANILLA 30ML RENO 2021|2.0|118.5|2024-02-22
LYB000724331|2024-02-22|0359|23014883|42731|SHOWER GEL LOVE & PLUM 250ML A0X RENO 2023|1.0|45.0|2024-02-22
LYB000436214|2024-02-22|0507|25104897|26074|SHOWER GEL OLIVE 750ML A0X RENO 2022|1.0|8.0|2024-02-22
LYB000173591|2024-02-22|0403|12202124|16670|FACE BASE TEA TREE COMPACT FOR LIFE A0X (Casing only)|1.0|41.65|2024-02-22
LYB010238028|2024-02-22|0411|151020875|97393|BODY LOTION SHEA 200ML A0X RENO 2021|1.0|60.0|2024-02-22
LYB008806455|2024-02-22|0317|88014398|34543|BODY LOTION ALMOND MILK 200ML A0X RENO 2023|1.0|53.0|2024-02-22
LYB009443572|2024-02-22|0333|24023561|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|35.7|2024-02-22
LYB010884261|2024-02-22|0315|128021821|33429|FACE WASH TEA TREE 250ML AX RENO 2023|1.0|52.0|2024-02-22
LYB007925832|2024-02-22|8902|8908534|97151|EDT WHITE MUSK LEAU 30ML RENO 2021|1.0|116.0|2024-02-22
LYB002469915|2024-02-22|0706|141017434|26074|SHOWER GEL OLIVE 750ML A0X RENO 2022|1.0|53.0|2024-02-22
LYB000932745|2024-02-22|0409|144021442|17961|CONCENTRATE EDELWEISS 50ML A1A|1.0|216.75|2024-02-22
LYB009724811|2024-02-22|0720|98027078|26074|SHOWER GEL OLIVE 750ML A0X RENO 2022|1.0|73.5|2024-02-22
LYB008409900|2024-02-22|0507|25104914|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|31.5|2024-02-22
LYB002382041|2024-02-22|0307|25403348|26074|SHOWER GEL OLIVE 750ML A0X RENO 2022|1.0|83.3|2024-02-22
LYB007876500|2024-02-22|0350|178027108|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|29.75|2024-02-22
LYB008703033|2024-02-22|0504|2760453|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB002691693|2024-02-22|0359|23014882|97370|BODY BUTTER SHEA 200ML RENO A0X 2021|1.0|100.3|2024-02-22
LYB001911013|2024-02-22|0720|98027093|98130|FRAGRANCE MIST WHITE MUSK 100ML A0X RENO 2021|1.0|67.5|2024-02-22
LYB010873274|2024-02-22|0399|93013311|38256|HAND BALM CHERRY 30ML XM23 A0X|1.0|39.0|2024-02-22
LYB002348463|2024-02-22|0315|121019169|19363|SHOWER GEL BRITISH ROSE 750ML A0X RENO 2022|1.0|73.5|2024-02-22
LYB005561782|2024-02-22|0343|212011219|96074|FACIAL CLEANSING SPONGE A0 2018|2.0|28.5|2024-02-22
LYB005732821|2024-02-22|0505|2680809|33438|OIL TEA TREE 10ML A0X RENO 2023|1.0|34.0|2024-02-22
LYB009325610|2024-02-22|0389|24805770|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010883208|2024-02-22|0363|24606163|337|2023 XMAS MINI GIFT PAPER BAG|1.0|0.5|2024-02-22
LYB008758501|2024-02-22|0368|137030558|31307|HAND CREAM STRAWBERRY 30ML A0X RENO 2023|1.0|28.0|2024-02-22
LYB007925832|2024-02-22|8902|8908534|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|35.0|2024-02-22
LYB000822891|2024-02-22|0368|135025096|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010883712|2024-02-22|0411|151020887|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB010884234|2024-02-22|0610|64014054|337|2023 XMAS MINI GIFT PAPER BAG|2.0|1.0|2024-02-22
LYB010320550|2024-02-22|0332|63013664|37033|BODY YOGURT AVOCADO 200ML A0X RENO 2023|1.0|68.0|2024-02-22
LYB007876500|2024-02-22|0350|178027108|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|35.7|2024-02-22
LYB002578143|2024-02-22|0343|212011208|338|2023 GENERIC GIFT BOX - L|1.0|0.0|2024-02-22
LYB008171390|2024-02-22|0315|128021819|18637|MESH POUCH HONEY A0|1.0|0.0|2024-02-22
LYB008737191|2024-02-22|0403|12202130|23580|SHOWER GEL OLIVE 250ML A0X RENO 2023|1.0|31.5|2024-02-22
LYB006673118|2024-02-22|0363|24606173|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|31.5|2024-02-22
LYB008168980|2024-02-22|0503|18808342|38363|FACE WASH TEA TREE 60ML A0X RENO 2023|1.0|16.5|2024-02-22
LYB002026659|2024-02-22|8701|19805597|16670|FACE BASE TEA TREE COMPACT FOR LIFE A0X (Casing only)|1.0|34.0|2024-02-22
LYB009338526|2024-02-22|0334|94021497|25580|EDT BLUE MUSK ZEST 60ML A0X|4.0|507.0|2024-02-22
LYB010883262|2024-02-22|0364|26303204|88196|FOOT SCRUB PEPPERMINT 100ML A0X 2020|1.0|58.65|2024-02-22
LYB000543408|2024-02-22|0310|129036732|18079|HAND/NAIL TREATMENT ALMOND 1.8ML A0X 2022|2.0|103.5|2024-02-22
LYB007585090|2024-02-22|0331|24203291|96133|SHOWER SCRUB BRITISH ROSE 200ML A0X RENO 2022|1.0|50.15|2024-02-22
LYB010277869|2024-02-22|0702|153017425|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010508097|2024-02-22|0909|9908739|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB002893185|2024-02-22|0345|43020526|14562|OOL SLEEPING CREAM 80ML A0X 2021|1.0|156.75|2024-02-22
LYB009540617|2024-02-22|0352|124015974|27109|MULTI-PROTECTION LIGHT ESS SKIN DEFENCE SPF50 PA++++ 60ML AX RENO 2023|1.0|169.0|2024-02-22
LYB010883350|2024-02-22|0507|25104900|41998|BODY BUTTER SATSUMA 50ML A0X RENO 2023|1.0|31.5|2024-02-22
LYB009012202|2024-02-22|0903|25903771|34540|BODY LOTION OLIVE 200ML A0X RENO 2023|1.0|53.0|2024-02-22
LYB000889188|2024-02-22|0903|25903782|98110|EDP WHITE MUSK 30ML A0X RENO 2021|3.0|357.75|2024-02-22
LYB002014876|2024-02-22|0610|64014041|98110|EDP WHITE MUSK 30ML A0X RENO 2021|2.0|238.5|2024-02-22
LYB010883998|2024-02-22|0323|117011547|37699|ESSN OIL BLEND LAV & VETIVER CALM 20ML A0X |1.0|126.65|2024-02-22
LYB001126527|2024-02-22|0712|2660722|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB002893185|2024-02-22|0345|43020526|37698|BODY POLISH ECLYP & RSMRY FLOW 200ML A0X |1.0|134.25|2024-02-22
LYB010583742|2024-02-22|0363|24606174|34080|EDP FULL IRIS 75ML A0X|1.0|201.75|2024-02-22
LYB010884261|2024-02-22|0315|128021821|96078|FILE A FOOT M1 2018|1.0|31.2|2024-02-22
LYB001261547|2024-02-22|0717|9107541|55732|OLIVE GREEN BATH LILY MINI RECYCLED A0X 2019|1.0|7.43|2024-02-22
LYB010883350|2024-02-22|0507|25104900|34542|BODY LOTION BRITISH ROSE 200ML RENO A0X 2023|1.0|60.0|2024-02-22
LYB002151584|2024-02-22|0368|137030549|98088|EDP BLACK MUSK 30ML A0X RENO 2021|1.0|100.0|2024-02-22
LYB001741991|2024-02-22|0904|4607960|33587|SHAMPOO GINGER 400ML A21X RENO 2023|1.0|56.25|2024-02-22
LYB010884182|2024-02-22|0606|145014497|23584|SHOWER CREAM SHEA 250ML A0X RENO 2022|1.0|31.5|2024-02-22
LYB010884331|2024-02-22|0505|2680814|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|92.65|2024-02-22
LYB010884304|2024-02-22|0368|137030561|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB001600038|2024-02-22|0353|44012011|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB003488157|2024-02-22|0702|153017412|17363|EYELINER LIQUID WAKE-UP CALL 3.5ML AOX 2022|1.0|89.0|2024-02-22
LYB010508097|2024-02-22|0909|9908740|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB000101840|2024-02-22|0361|69012784|97523|SHOWER GEL MORINGA 250ML A0X RENO 2022|1.0|31.5|2024-02-22
LYB001261547|2024-02-22|0717|9107541|33429|FACE WASH TEA TREE 250ML AX RENO 2023|1.0|48.75|2024-02-22
LYB010884322|2024-02-22|0502|32011193|338|2023 GENERIC GIFT BOX - L|1.0|5.9|2024-02-22
LYB010883457|2024-02-22|0907|4708322|18681|EDT CHOICE BLISSFUL STRAWBERRY 50ML A0X|1.0|127.2|2024-02-22
LYB003402856|2024-02-22|0507|25104903|37049|BODY YOGURT PINK GRPFRT 200ML A0X RENO 2023|1.0|5.47|2024-02-22
LYB009993013|2024-02-22|0505|2680810|27049|CLEANSING BALM CAMOMILE 90ML A0X RENO 2023|1.0|66.75|2024-02-22
LYB010884012|2024-02-22|0361|69012782|98122|FRAGRANCE MIST BLACK MUSK 100ML A0X RENO 2021|1.0|76.5|2024-02-22
LYB010653847|2024-02-22|0340|22907035|16079|FREESTYLE MULTI COLOUR EQUAL 15ML A0X|1.0|84.15|2024-02-22
LYB001183203|2024-02-22|0310|129036726|19363|SHOWER GEL BRITISH ROSE 750ML A0X RENO 2022|1.0|73.5|2024-02-22
LYB000810382|2024-02-22|0389|24805778|19984|BODY MIST CHOICE VIBRANT BERGAMOT 100ML A0X|1.0|76.5|2024-02-22
LYB010299108|2024-02-22|0902|23305664|10279|PERFUME OIL BLACK MUSK 20ML A0X RENO 2021|1.0|139.0|2024-02-22
LYB000556138|2024-02-22|0349|45011117|23577|SHOWER GEL MANGO 250ML A0X RENO 2023|1.0|31.5|2024-02-22
LYB003436817|2024-02-22|8806|231011210|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|20.0|2024-02-22
LYB010883590|2024-02-22|0344|11405057|15666|OOL EYE CREAM-GEL 20ML A0X 2022|1.0|136.0|2024-02-22
LYB007397640|2024-02-22|0355|9506441|97150|EDT BLACK MUSK 60ML A0X RENO 2021|2.0|200.0|2024-02-22
LYB009656015|2024-02-22|0507|25104894|31243|HAND BALM MORINGA 30ML A0X RENO 2023|1.0|26.25|2024-02-22
LYB000975041|2024-02-22|0328|39016766|97370|BODY BUTTER SHEA 200ML RENO A0X 2021|1.0|88.5|2024-02-22
LYB008732576|2024-02-22|0902|23305661|98043|EDT VANILLA 30ML RENO 2021|1.0|79.0|2024-02-22
LYB008992327|2024-02-22|0411|151020883|26960|FACE WASH VITAMIN E 125ML A0X RENO 2023|1.0|59.25|2024-02-22
LYB006372680|2024-02-22|ECOM|90039785|18126|FACIAL MASK RECIPES OF NATURE HIMALAYAN CHARCOAL 75ML AOX 2023|1.0|139.0|2024-02-22
LYB009290138|2024-02-22|0403|12202135|95778|DEEP CLEANSER ENERGISING GUARANA & COFFEE 150ML A0X 2021|1.0|59.25|2024-02-22
LYB000893136|2024-02-22|8901|5606667|94684|BATH GLOVES CREAM A0 2019|1.0|18.75|2024-02-22
LYB006584407|2024-02-22|0706|141017435|26960|FACE WASH VITAMIN E 125ML A0X RENO 2023|1.0|57.9|2024-02-22
LYB008464976|2024-02-22|0368|135025102|15545|PUMP REFILLS RETAIL A0X|1.0|8.5|2024-02-22
LYB010883767|2024-02-22|0310|129036717|25325|SHOWER GEL PEPPERMINT 250ML A0X 2024|1.0|36.0|2024-02-22
LYB010618215|2024-02-22|0606|145014481|33262|SHOWER GEL BRITISH ROSE 60ML A0X RENO 2023|1.0|18.7|2024-02-22
LYB007267075|2024-02-22|0504|2760445|98220|FACE CLEANSER WASH SEAWEED 125ML A0X 2021 (x)|1.0|79.0|2024-02-22
LYB010461112|2024-02-22|0704|8507421|18637|MESH POUCH HONEY A0|1.0|0.0|2024-02-22
LYB010203563|2024-02-22|0368|137030537|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|81.75|2024-02-22
LYB010883943|2024-02-22|8806|231011221|98110|EDP WHITE MUSK 30ML A0X RENO 2021|1.0|135.15|2024-02-22
