LYBNo|SaleDate|ShopCode|SalesMemoNo|GTIN|GTINDescription|QuantitySold|NetSales|ExtractionDate
LYB009377473|2024-02-22|8701|19805593|9999999|RECT WATER HYACINTH TRAY(S2126)|1.0|25.0|2024-02-22
LYB008953735|2024-02-22|0334|94021486|96078|FILE A FOOT M1 2018|1.0|24.0|2024-02-22
LYB010121700|2024-02-22|0502|32011190|19363|SHOWER GEL BRITISH ROSE 750ML A0X RENO 2022|1.0|73.5|2024-02-22
LYB000305367|2024-02-22|0328|39016765|23547|SHOWER GEL SATSUMA 250ML A0X RENO 2023|1.0|35.7|2024-02-22
LYB008300060|2024-02-22|0504|2760454|98088|EDP BLACK MUSK 30ML A0X RENO 2021|1.0|100.0|2024-02-22
LYB010595297|2024-02-22|0706|141017436|18663|EDT CHOICE GLOWING CHERRY BLOSSOM 50ML A0X|1.0|119.25|2024-02-22
LYB002418489|2024-02-22|0411|151020877|27034|OVERNIGHT MASK VITAMIN E 75ML A0X 2023|1.0|74.25|2024-02-22
LYB007293410|2024-02-22|0353|44012015|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB010883280|2024-02-22|0350|178027099|33262|SHOWER GEL BRITISH ROSE 60ML A0X RENO 2023|1.0|16.5|2024-02-22
LYB002542290|2024-02-22|0353|44012014|26960|FACE WASH VITAMIN E 125ML A0X RENO 2023|1.0|19.0|2024-02-22
LYB010883314|2024-02-22|0307|25403344|18412|FACE WASH TEA TREE 250ML A0X 2022 (x)|1.0|55.25|2024-02-22
LYB008997182|2024-02-22|0389|244017459|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010883712|2024-02-22|0411|151020888|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010573587|2024-02-22|0363|24606169|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|31.5|2024-02-22
LYB010883730|2024-02-22|0364|26303210|96133|SHOWER SCRUB BRITISH ROSE 200ML A0X RENO 2022|1.0|50.15|2024-02-22
LYB006967877|2024-02-22|0607|81015807|95460|HAIR BRUSH BAMBOO MINI A0 2018|1.0|33.15|2024-02-22
LYB010883882|2024-02-22|0502|32011188|17074|FACE BASE TEA TREE MEDIUM 2N 9G A0X (Refill)|1.0|92.65|2024-02-22
LYB002418489|2024-02-22|0411|151020877|96133|SHOWER SCRUB BRITISH ROSE 200ML A0X RENO 2022|1.0|44.25|2024-02-22
LYB010883837|2024-02-22|0364|26303213|26768|TONER ALOE 250ML A0X RENO 2023|1.0|59.25|2024-02-22
LYB006278223|2024-02-22|0368|137030565|27049|CLEANSING BALM CAMOMILE 90ML A0X RENO 2023|1.0|1.0|2024-02-22
LYB010628832|2024-02-22|0342|123015433|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|26.25|2024-02-22
LYB009473467|2024-02-22|0310|129036720|98073|BODY MIST VANILLA 100ML RENO A0X 2021|1.0|51.75|2024-02-22
LYB001117820|2024-02-22|0607|81015822|97895|CONDITIONER SHEA 250ML A0X RENO 2021|1.0|44.25|2024-02-22
LYB000889188|2024-02-22|0903|25903782|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB001931707|2024-02-22|0332|63013674|19363|SHOWER GEL BRITISH ROSE 750ML A0X RENO 2022|3.0|220.5|2024-02-22
LYB004654580|2024-02-22|0505|2680803|18688|BODY CREAM CHOICE BLISSFUL STRAWBERRY 200ML A0X|1.0|96.75|2024-02-22
LYB010884021|2024-02-22|0340|22907043|96133|SHOWER SCRUB BRITISH ROSE 200ML A0X RENO 2022|1.0|50.15|2024-02-22
LYB010624854|2024-02-22|0327|21014770|98073|BODY MIST VANILLA 100ML RENO A0X 2021|2.0|117.3|2024-02-22
LYB005943834|2024-02-22|0359|23014889|25988|SHOWER GEL SATSUMA 60ML A0X RENO 2022|1.0|16.5|2024-02-22
LYB002408400|2024-02-22|0607|81015820|83806|HAIR & BODY MIST SUPERFOOD APRICOT & AGAVE 150ML A0X 2020|1.0|67.5|2024-02-22
LYB010883387|2024-02-22|0359|23014884|97909|SHAMPOO GINGER 250ML RENO 2021|1.0|50.15|2024-02-22
LYB010883420|2024-02-22|0345|43020530|98220|FACE CLEANSER WASH SEAWEED 125ML A0X 2021 (x)|1.0|50.0|2024-02-22
LYB010883891|2024-02-22|0413|113011302|17144|BODY SCRUB AVOCADO 50ML A0X |1.0|35.7|2024-02-22
LYB010884359|2024-02-22|0412|52021232|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|18.7|2024-02-22
LYB000071619|2024-02-22|0359|23014888|17969|LIQUID PEEL EDELWEISS 100ML A0X|1.0|118.15|2024-02-22
LYB001741991|2024-02-22|0904|4607960|97884|CONDITIONER GINGER 400ML A0X RENO 2021|1.0|56.25|2024-02-22
LYB010884182|2024-02-22|0606|145014497|55732|OLIVE GREEN BATH LILY MINI RECYCLED A0X 2019|1.0|7.43|2024-02-22
LYB010075526|2024-02-22|0340|22907038|23626|SHOWER GEL WHITE MUSK 250ML A0X RENO 2022|1.0|67.15|2024-02-22
LYB009538889|2024-02-22|0505|2680811|25580|EDT BLUE MUSK ZEST 60ML A0X|1.0|169.0|2024-02-22
LYB002123022|2024-02-22|0328|39016768|339|2023 GENERIC GIFT BOX - XL|1.0|0.0|2024-02-22
LYB003114261|2024-02-22|0336|6708954|26077|SHOWER GEL PINK GRAPEFRUIT 750ML A0X RENO 2022|1.0|38.0|2024-02-22
LYB007293410|2024-02-22|0353|44012015|27109|MULTI-PROTECTION LIGHT ESS SKIN DEFENCE SPF50 PA++++ 60ML AX RENO 2023|1.0|126.75|2024-02-22
LYB008997182|2024-02-22|0389|244017459|37702|MASSAGE OIL LAV & VETIVER CALM 100ML A0X|1.0|149.0|2024-02-22
LYB007645024|2024-02-22|0345|43020543|23547|SHOWER GEL SATSUMA 250ML A0X RENO 2023|1.0|33.6|2024-02-22
LYB003121508|2024-02-22|0332|63013676|325|2023 GENERIC MINI GIFT PAPER BAG|1.0|0.5|2024-02-22
LYB010883217|2024-02-22|0707|5306457|88196|FOOT SCRUB PEPPERMINT 100ML A0X 2020|1.0|51.75|2024-02-22
LYB010624942|2024-02-22|0389|244017449|97363|BODY BUTTER BRITISH ROSE 200ML RENO A0X 2021|1.0|100.3|2024-02-22
LYB010883369|2024-02-22|8806|231011214|15545|PUMP REFILLS RETAIL A0X|1.0|8.5|2024-02-22
LYB010883271|2024-02-22|0907|4708317|98074|EDT ARBER 100ML 2022|1.0|169.0|2024-02-22
LYB008640442|2024-02-22|0349|45011130|33262|SHOWER GEL BRITISH ROSE 60ML A0X RENO 2023|1.0|16.5|2024-02-22
LYB002255783|2024-02-22|0362|48012240|33587|SHAMPOO GINGER 400ML A21X RENO 2023|2.0|120.07|2024-02-22
LYB010869165|2024-02-22|0720|98027096|17074|FACE BASE TEA TREE MEDIUM 2N 9G A0X (Refill)|1.0|81.75|2024-02-22
LYB009949650|2024-02-22|0368|135025100|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB010883183|2024-02-22|8806|231011207|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|18.7|2024-02-22
LYB005352236|2024-02-22|0345|43020550|18663|EDT CHOICE GLOWING CHERRY BLOSSOM 50ML A0X|1.0|135.15|2024-02-22
LYB004654580|2024-02-22|0505|2680803|97507|BODY YOGURT ALMOND MILK 200ML A0X RENO 2022|1.0|60.0|2024-02-22
LYB000144979|2024-02-22|0507|25104908|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB010883244|2024-02-22|0403|12202118|26966|MOISTURE CREAM VIT E 50ML A0X RENO 2023|1.0|75.0|2024-02-22
LYB001600038|2024-02-22|0353|44012011|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB000542560|2024-02-22|0368|137030536|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010883217|2024-02-22|0707|5306457|33587|SHAMPOO GINGER 400ML A21X RENO 2023|1.0|56.25|2024-02-22
LYB000975041|2024-02-22|0328|39016766|97393|BODY LOTION SHEA 200ML A0X RENO 2021|1.0|60.0|2024-02-22
LYB008698102|2024-02-22|0332|63013671|96133|SHOWER SCRUB BRITISH ROSE 200ML A0X RENO 2022|1.0|44.25|2024-02-22
LYB010653847|2024-02-22|0340|22907035|98055|BODY MIST SATSUMA 100ML A0X RENO 2021|1.0|58.65|2024-02-22
LYB001183203|2024-02-22|0310|129036726|97363|BODY BUTTER BRITISH ROSE 200ML RENO A0X 2021|2.0|177.0|2024-02-22
LYB000337223|2024-02-22|0412|52021217|15665|OOL DAY CREAM 50ML A0X 2022|1.0|152.15|2024-02-22
LYB000101840|2024-02-22|0361|69012784|26860|FACE CLEANSER WASH SEAWEED 125ML A0X RENO 2023|1.0|59.25|2024-02-22
LYB010798672|2024-02-22|0402|5108170|325|2023 GENERIC MINI GIFT PAPER BAG|1.0|0.0|2024-02-22
LYB009226780|2024-02-22|0332|63013670|38256|HAND BALM CHERRY 30ML XM23 A0X|1.0|39.0|2024-02-22
LYB003750504|2024-02-22|0342|123015431|17978|SHEET MASK EDELWEISS 21ML A0X|1.0|31.5|2024-02-22
LYB005797013|2024-02-22|0345|43020529|17998|MILKY ESSENCE EDELWEISS 150ML A0X|1.0|124.0|2024-02-22
LYB010624854|2024-02-22|0327|21014770|33260|SHOWER CREAM SHEA 60ML A0X RENO 2022|1.0|18.7|2024-02-22
LYB003699142|2024-02-22|0907|4708320|98049|EDT SHEA 30ML RENO 2021|1.0|67.15|2024-02-22
LYB010262520|2024-02-22|0718|6501762|24710|DRY BODY OIL MORINGA 125ML A0 RENO 2023|1.0|106.94|2024-02-22
LYB010883712|2024-02-22|0411|151020887|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010883341|2024-02-22|0604|2710533|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|81.75|2024-02-22
LYB010662669|2024-02-22|8806|231011232|17998|MILKY ESSENCE EDELWEISS 150ML A0X|1.0|159.2|2024-02-22
LYB010215629|2024-02-22|0720|98027099|38338|BODY WASH TEA TREE 250ML A0X RENO 2023|5.0|183.75|2024-02-22
LYB010883457|2024-02-22|0907|4708322|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB008229140|2024-02-22|0333|24023564|42731|SHOWER GEL LOVE & PLUM 250ML A0X RENO 2023|1.0|33.75|2024-02-22
LYB009544871|2024-02-22|0315|128021799|27049|CLEANSING BALM CAMOMILE 90ML A0X RENO 2023|1.0|89.0|2024-02-22
LYB008942915|2024-02-22|0359|23014881|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB000254018|2024-02-22|0349|45011126|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB001183203|2024-02-22|0310|129036726|26076|SHOWER GEL SATSUMA 750ML A0X RENO 2022|1.0|73.5|2024-02-22
LYB010884049|2024-02-22|0903|25903780|98088|EDP BLACK MUSK 30ML A0X RENO 2021|1.0|119.25|2024-02-22
LYB010883378|2024-02-22|0341|19509573|328|2023 GENERIC MATCH BOX SIZE XL (TBS POD & BCORP LOGO)|1.0|0.0|2024-02-22
LYB010883800|2024-02-22|0503|18808340|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB003086579|2024-02-22|0327|21014781|10255|EDP WHITE MUSK LOVER 15ML A0X|3.0|200.25|2024-02-22
LYB010662669|2024-02-22|8806|231011233|17984|BOUNCY MIST EDELWEISS 57ML A1A|1.0|104.0|2024-02-22
LYB006322597|2024-02-22|8806|231011222|10257|PERFUME OIL WHITE MUSK 8.5ML A0X RENO 2021|1.0|79.0|2024-02-22
LYB005682669|2024-02-22|0903|25903773|19994|EDT CHOICE VIBRANT BERGAMOT 50ML A0X|1.0|135.15|2024-02-22
LYB000994301|2024-02-22|0363|24606172|24709|DRY BODY OIL ARGAN 125ML A0 RENO 2023|1.0|118.0|2024-02-22
LYB010596171|2024-02-22|0706|141017438|23547|SHOWER GEL SATSUMA 250ML A0X RENO 2023|1.0|35.7|2024-02-22
LYB009724811|2024-02-22|0720|98027078|31401|HAND BALM ALMOND MILK 30ML A0X RENO 2023|1.0|26.25|2024-02-22
LYB006845946|2024-02-22|0389|244017443|98074|EDT ARBER 100ML 2022|1.0|169.0|2024-02-22
LYB003086579|2024-02-22|0327|21014781|12745|HAND CREAM LOVE & PLUM 30ML XM21 A0X|1.0|29.25|2024-02-22
LYB006673118|2024-02-22|0363|24606173|25656|SHOWER CREAM ALMOND MILK 60ML A0X RENO 2022|1.0|16.5|2024-02-22
LYB010604610|2024-02-22|0368|135025095|26960|FACE WASH VITAMIN E 125ML A0X RENO 2023|1.0|59.25|2024-02-22
LYB001191497|2024-02-22|0303|25014448|325|2023 GENERIC MINI GIFT PAPER BAG|1.0|0.5|2024-02-22
LYB000807333|2024-02-22|0904|4607954|20018|DEODORANT ROLL ON ALOE 50ML RENO AX 2022|1.0|15.0|2024-02-22
LYB006701323|2024-02-22|0902|23305674|17954|CONCENTRATE EDELWEISS 30ML A1A|1.0|171.75|2024-02-22
LYB010884021|2024-02-22|0340|22907043|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|35.7|2024-02-22
LYB003114261|2024-02-22|0336|6708955|37049|BODY YOGURT PINK GRPFRT 200ML A0X RENO 2023|1.0|35.0|2024-02-22
LYB009012202|2024-02-22|0903|25903771|339|2023 GENERIC GIFT BOX - XL|1.0|0.0|2024-02-22
LYB010883998|2024-02-22|0323|117011547|37704|BODY SCRUB IN OIL LAV & VET CALM 275G A0X|1.0|152.15|2024-02-22
LYB008503965|2024-02-22|0368|137030535|25988|SHOWER GEL SATSUMA 60ML A0X RENO 2022|1.0|18.7|2024-02-22
LYB010883341|2024-02-22|0604|2710533|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB000809748|2024-02-22|0310|129036706|97150|EDT BLACK MUSK 60ML A0X RENO 2021|1.0|100.0|2024-02-22
LYB000639130|2024-02-22|0368|137030544|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|26.25|2024-02-22
LYB003159343|2024-02-22|8902|8908531|34543|BODY LOTION ALMOND MILK 200ML A0X RENO 2023|1.0|53.0|2024-02-22
LYB006501538|2024-02-22|0717|9107539|55719|CREAM BATH LILY MINI RECYCLED GIFT A0X 2019|1.0|8.42|2024-02-22
LYB001281356|2024-02-22|0342|123015426|24979|CLEANSING BAR FOR FACE & BODY SHEA 100G A0X|2.0|52.5|2024-02-22
LYB010884304|2024-02-22|0368|137030561|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB007335380|2024-02-22|0307|25403349|20018|DEODORANT ROLL ON ALOE 50ML RENO AX 2022|5.0|168.75|2024-02-22
LYB000158060|2024-02-22|0343|212011210|20018|DEODORANT ROLL ON ALOE 50ML RENO AX 2022|1.0|41.99|2024-02-22
LYB007342066|2024-02-22|0315|121019177|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB000326157|2024-02-22|0327|21014769|27109|MULTI-PROTECTION LIGHT ESS SKIN DEFENCE SPF50 PA++++ 60ML AX RENO 2023|1.0|126.75|2024-02-22
LYB010320550|2024-02-22|0332|63013664|26075|SHOWER GEL MORINGA 750ML A0X RENO 2022|1.0|83.3|2024-02-22
LYB008171390|2024-02-22|0315|128021818|16501|FACE BASE TEA TREE TAN 1N 9G A0X (Refill)|1.0|79.0|2024-02-22
LYB008830328|2024-02-22|0333|24023562|325|2023 GENERIC MINI GIFT PAPER BAG|1.0|0.0|2024-02-22
LYB000807333|2024-02-22|0904|4607953|96133|SHOWER SCRUB BRITISH ROSE 200ML A0X RENO 2022|1.0|44.25|2024-02-22
LYB006317948|2024-02-22|0904|4607957|33587|SHAMPOO GINGER 400ML A21X RENO 2023|1.0|51.8|2024-02-22
LYB008461386|2024-02-22|0368|135025090|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB010765568|2024-02-22|0710|86016493|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB008409160|2024-02-22|0411|151020866|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB009949650|2024-02-22|0368|135025100|37704|BODY SCRUB IN OIL LAV & VET CALM 275G A0X|1.0|134.25|2024-02-22
LYB008992327|2024-02-22|0411|151020883|27033|BI-PHASE SERUM VITAMIN E 30ML A0X 2023|1.0|104.25|2024-02-22
LYB005161573|2024-02-22|0411|151020884|13254|HAND BALM AVOCADO 30ML A0X|1.0|14.55|2024-02-22
LYB002123022|2024-02-22|0328|39016768|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010883563|2024-02-22|0353|44012007|17954|CONCENTRATE EDELWEISS 30ML A1A|1.0|194.0|2024-02-22
LYB010883448|2024-02-22|0345|43020531|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB003779633|2024-02-22|0909|9908733|17146|LIP CARE STICK ALMOND MILK 4.2G A0X 2022|1.0|33.75|2024-02-22
LYB002010685|2024-02-22|0350|178027102|25988|SHOWER GEL SATSUMA 60ML A0X RENO 2022|1.0|16.5|2024-02-22
LYB002053477|2024-02-22|0502|32011177|17074|FACE BASE TEA TREE MEDIUM 2N 9G A0X (Refill)|1.0|87.2|2024-02-22
LYB000807333|2024-02-22|0904|4607953|97150|EDT BLACK MUSK 60ML A0X RENO 2021|2.0|253.5|2024-02-22
LYB002151584|2024-02-22|0368|137030549|97393|BODY LOTION SHEA 200ML A0X RENO 2021|1.0|53.0|2024-02-22
LYB010883794|2024-02-22|0327|21014778|98110|EDP WHITE MUSK 30ML A0X RENO 2021|2.0|238.5|2024-02-22
LYB008737191|2024-02-22|0403|12202130|23577|SHOWER GEL MANGO 250ML A0X RENO 2023|1.0|31.5|2024-02-22
LYB010561591|2024-02-22|0403|12202128|18247|CLEANSING FOAM BRIGHTENING DOL 125ML A0X 2022|1.0|75.14|2024-02-22
LYB000502137|2024-02-22|0411|151020872|17978|SHEET MASK EDELWEISS 21ML A0X|1.0|12.0|2024-02-22
LYB000585291|2024-02-22|0902|23305671|88306|HF OIL BASIL & THYME 10ML A23 2019|3.0|110.25|2024-02-22
LYB009864483|2024-02-22|0907|4708314|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010883660|2024-02-22|0903|25903775|23580|SHOWER GEL OLIVE 250ML A0X RENO 2023|1.0|35.7|2024-02-22
LYB005601549|2024-02-22|0413|113011297|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB004781167|2024-02-22|0342|123015423|25600|DEODORANT ANTIPER BLUE MUSK ZEST 50ML AX|1.0|36.75|2024-02-22
LYB010883697|2024-02-22|0343|212011215|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB000724331|2024-02-22|0359|23014883|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010883518|2024-02-22|0908|14306442|34542|BODY LOTION BRITISH ROSE 200ML RENO A0X 2023|1.0|53.0|2024-02-22
LYB010502136|2024-02-22|0315|128021797|19972|HAND CREAM VNLLA PMPKN 30ML 2023 A0X|1.0|33.15|2024-02-22
LYB010883785|2024-02-22|0336|6708958|97909|SHAMPOO GINGER 250ML RENO 2021|2.0|100.3|2024-02-22
LYB000272236|2024-02-22|0332|63013691|23580|SHOWER GEL OLIVE 250ML A0X RENO 2023|1.0|42.0|2024-02-22
LYB010653847|2024-02-22|0340|22907035|31286|HAND BALM SHEA 30ML A0X RENO 2023|1.0|29.75|2024-02-22
LYB007544540|2024-02-22|K010|11805743|17989|CLEANSER EDELWEISS 100ML A0X|1.0|89.25|2024-02-22
LYB010728415|2024-02-22|0332|63013678|33587|SHAMPOO GINGER 400ML A21X RENO 2023|1.0|66.67|2024-02-22
LYB010533570|2024-02-22|0720|98027088|38333|DAILY SOLUTION TEA TREE 50ML AX RENO 2023|1.0|96.75|2024-02-22
LYB002026659|2024-02-22|8701|19805596|16495|FACE BASE TEA TREE MEDIUM 2C 9G A0X (Refill)|1.0|19.0|2024-02-22
LYB009959532|2024-02-22|0403|12202120|18126|FACIAL MASK RECIPES OF NATURE HIMALAYAN CHARCOAL 75ML AOX 2023|1.0|118.15|2024-02-22
LYB000436214|2024-02-22|0507|25104896|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB001600038|2024-02-22|0353|44012011|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010883855|2024-02-22|0504|2760452|83965|HF DIFF SALTED CARAMEL & VNLA 125ML AX 2019|2.0|253.5|2024-02-22
LYB009473722|2024-02-22|8805|57010428|97393|BODY LOTION SHEA 200ML A0X RENO 2021|1.0|53.0|2024-02-22
LYB010567054|2024-02-22|0409|144021448|33590|CONDITIONER GINGER 400ML A0X RENO 2023|1.0|56.25|2024-02-22
LYB001931886|2024-02-22|0903|25903777|31402|HAND BALM SHEA 100ML A0X RENO 2023|1.0|59.25|2024-02-22
LYB010883165|2024-02-22|8901|5606663|15511|HAND CREAM SATSUMA 30ML A0X RENO 2021|2.0|35.0|2024-02-22
LYB008348720|2024-02-22|0332|63013655|19994|EDT CHOICE VIBRANT BERGAMOT 50ML A0X|1.0|159.0|2024-02-22
LYB010883712|2024-02-22|0411|151020888|18247|CLEANSING FOAM BRIGHTENING DOL 125ML A0X 2022|2.0|157.5|2024-02-22
LYB010883624|2024-02-22|8701|19805594|18637|MESH POUCH HONEY A0|1.0|0.0|2024-02-22
LYB007397640|2024-02-22|0355|9506442|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB002790301|2024-02-22|0907|4708321|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|18.7|2024-02-22
LYB010223813|2024-02-22|0903|25903784|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB000418643|2024-02-22|0332|63013659|19363|SHOWER GEL BRITISH ROSE 750ML A0X RENO 2022|1.0|98.0|2024-02-22
LYB009469446|2024-02-22|0343|212011220|17694|BODY CREAM BERG & MANDRN BOOST 200ML A0X|1.0|152.15|2024-02-22
LYB009764952|2024-02-22|0503|18808335|97523|SHOWER GEL MORINGA 250ML A0X RENO 2022|1.0|35.7|2024-02-22
LYB007342066|2024-02-22|0315|121019177|26768|TONER ALOE 250ML A0X RENO 2023|1.0|59.25|2024-02-22
LYB010883697|2024-02-22|0343|212011215|15666|OOL EYE CREAM-GEL 20ML A0X 2022|1.0|120.0|2024-02-22
LYB008456454|2024-02-22|0608|6207492|19259|GLOW SERUM VITAMIN C 30ML A0X|1.0|194.65|2024-02-22
LYB010883572|2024-02-22|0412|52021224|19363|SHOWER GEL BRITISH ROSE 750ML A0X RENO 2022|1.0|73.5|2024-02-22
LYB000855419|2024-02-22|0344|11405055|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010883563|2024-02-22|0353|44012007|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB010672569|2024-02-22|0720|98027084|23211|VIRTUAL REFILL SHOWER CRM SHEA 300ML|2.0|65.88|2024-02-22
LYB008456454|2024-02-22|0608|6207493|26047|MOISTURISER GLOW-BOOSTING VIT C 50ML A0X 2022|1.0|149.0|2024-02-22
LYB005367344|2024-02-22|0399|93013325|97513|BODY YOGURT MORINGA 200ML A0X RENO 2022|1.0|68.0|2024-02-22
LYB002030528|2024-02-22|0332|63013690|17973|EYE CONCENTRATE EDELWEISS 10ML|1.0|119.25|2024-02-22
LYB004039754|2024-02-22|0610|64014050|20018|DEODORANT ROLL ON ALOE 50ML RENO AX 2022|1.0|45.0|2024-02-22
LYB001525861|2024-02-22|0602|73012878|33534|SHAMPOO TEA TREE 400ML A0X 2023|1.0|63.75|2024-02-22
LYB000144979|2024-02-22|0507|25104908|34542|BODY LOTION BRITISH ROSE 200ML RENO A0X 2023|2.0|120.0|2024-02-22
LYB003848395|2024-02-22|0389|244017468|24929|SHOWER GEL PINK GRAPEFRUIT 60ML A0X RENO 2022|1.0|16.5|2024-02-22
LYB006824882|2024-02-22|0332|63013660|10256|EDP WHITE MUSK FREE 15ML A0X|1.0|89.0|2024-02-22
LYB009272646|2024-02-22|0505|2680808|97150|EDT BLACK MUSK 60ML A0X RENO 2021|1.0|169.0|2024-02-22
LYB007554040|2024-02-22|0507|25104893|25095|CLEANSING BAR FOR FACE & BODY SATSUMA 100G A0X|2.0|59.5|2024-02-22
LYB004521839|2024-02-22|0310|129036728|17961|CONCENTRATE EDELWEISS 50ML A1A|1.0|216.75|2024-02-22
LYB002151584|2024-02-22|0368|137030549|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB009374573|2024-02-22|0507|25104917|96133|SHOWER SCRUB BRITISH ROSE 200ML A0X RENO 2022|1.0|44.25|2024-02-22
LYB009377473|2024-02-22|8701|19805593|96940|HAIR BRUSH OVAL BAMBOO A0 2018|1.0|59.25|2024-02-22
LYB000611091|2024-02-22|8701|19805600|34543|BODY LOTION ALMOND MILK 200ML A0X RENO 2023|1.0|53.0|2024-02-22
LYB001089572|2024-02-22|8801|83017182|98116|EDT KISTNA 100ML A0 2021|1.0|143.65|2024-02-22
LYB010883350|2024-02-22|0507|25104900|31243|HAND BALM MORINGA 30ML A0X RENO 2023|1.0|26.25|2024-02-22
LYB010883703|2024-02-22|8701|19805595|37696|MASSAGE MELT GEL ECLYP & RSMRY FLOW 75ML A0X |1.0|111.75|2024-02-22
LYB000140229|2024-02-22|0606|145014480|16293|MULTI-PROTECTION LOTION SKIN DEFENCE SPF50+ PA++++ 60ML 2022|1.0|126.75|2024-02-22
LYB006426325|2024-02-22|0361|69012783|34080|EDP FULL IRIS 75ML A0X|1.0|228.65|2024-02-22
LYB010883323|2024-02-22|0720|98027076|19994|EDT CHOICE VIBRANT BERGAMOT 50ML A0X|1.0|135.15|2024-02-22
LYB010567054|2024-02-22|0409|144021448|26011|HAIR SCRUB GINGER 240ML A0X 2022|1.0|86.25|2024-02-22
LYB000254018|2024-02-22|0349|45011126|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB010883262|2024-02-22|0364|26303204|76772|BATH BLEND PEAR 250ML A0X 2020|1.0|58.65|2024-02-22
LYB008478793|2024-02-22|0412|52021231|42010|HAND CREAM SATSUMA 30ML A0X RENO 2023|1.0|26.25|2024-02-22
LYB001931707|2024-02-22|0332|63013665|98116|EDT KISTNA 100ML A0 2021|1.0|126.75|2024-02-22
LYB007084898|2024-02-22|0507|25104898|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB010599868|2024-02-22|0904|4607963|98092|EDT BLACK MUSK NIGHT BLOOM 60ML A0X RENO 2021|2.0|287.3|2024-02-22
LYB010672569|2024-02-22|0720|98027084|18003|HAIR SCRUB TEA TREE RENO 240ML A0X 2022|1.0|97.12|2024-02-22
LYB001043808|2024-02-22|0364|26303217|94684|BATH GLOVES CREAM A0 2019|1.0|21.25|2024-02-22
